niche,region,top_keywords,top_tags,vocab,examples_json
idiomas,ES,aprender en ingles|fluidez sinonimo|la gramatica|listening b1|phrasal verbs b2|pronunciacion en ingles|vocabulario ingles|phrasal verbs pdf|phrasal verbs ingles|listening b2|ingles gramatica|english listening|traductor phrasal verbs|vocabulario en ingles|gramatica ativa 1|listening a2|listening test|listening ingles|phrasal verbs c1|corrector de gramatica en ingles|como aprender ingles desde 0|vocabulario español|phrasal verbs mas comunes|vocabulario halloween infantil|vocabulario de ingles|listening practice|phrasal verbs list|test de fluidez verbal|vocabulario de teologia biblica|phrasal verbs b1,,aprender en ingles|fluidez sinonimo|la gramatica|listening b1|phrasal verbs b2|pronunciacion en ingles|vocabulario ingles|phrasal verbs pdf|phrasal verbs ingles|listening b2|ingles gramatica|english listening|traductor phrasal verbs|vocabulario en ingles|gramatica ativa 1|listening a2|listening test|listening ingles|phrasal verbs c1|corrector de gramatica en ingles|como aprender ingles desde 0|vocabulario español|phrasal verbs mas comunes|vocabulario halloween infantil|vocabulario de ingles|listening practice|phrasal verbs list|test de fluidez verbal|vocabulario de teologia biblica|phrasal verbs b1,[]
idiomas,MX,aprender en ingles|la gramatica|phrasal verbs list|pronunciacion ingles|vocabulario en ingles|phrasal verbs en ingles|pronunciacion en ingles|el vocabulario|phrasal verbs pdf|vocabulario de ingles|ortografia y gramatica|phrasal verbs get|phrasal verbs en español|qué es fluidez|separable and inseparable phrasal verbs|vocabulario inglés|listening english|fluidez lectora|vocabulario español|gramatica ingles|pronunciacion de ingles|vocabulario en inglés|como aprender ingles|qué es la fluidez|quantum listening|revisor de ortografia y gramatica|vocabulario inclusivo|listening practice|social listening tools|libro para aprender ingles desde cero,,aprender en ingles|la gramatica|phrasal verbs list|pronunciacion ingles|vocabulario en ingles|phrasal verbs en ingles|pronunciacion en ingles|el vocabulario|phrasal verbs pdf|vocabulario de ingles|ortografia y gramatica|phrasal verbs get|phrasal verbs en español|qué es fluidez|separable and inseparable phrasal verbs|vocabulario inglés|listening english|fluidez lectora|vocabulario español|gramatica ingles|pronunciacion de ingles|vocabulario en inglés|como aprender ingles|qué es la fluidez|quantum listening|revisor de ortografia y gramatica|vocabulario inclusivo|listening practice|social listening tools|libro para aprender ingles desde cero,[]
idiomas,US,aprender en ingles|el vocabulario|english phrasal verbs|martin gramatica|music listening|pronunciacion ingles|nico gramatica|pronunciacion en ingles|martin gramatica stats|gramatica kicker|listening to music|phrasal verbs list|como aprender ingles|aprender ingles con inteligencia artificial|phrasal verbs meaning|vocabulario básico en inglés pdf|gramatica español|ave maria en ingles pronunciacion|phrasal verb|gramatica b subject pronouns and ser answer key|active listening|are you listening|bbc learning english|gramatica en ingles|usf gramatica|phrasal verbs in english|gramatica en español|corregir gramatica|tame impala listening party|gramatica de uso del espanol,,aprender en ingles|el vocabulario|english phrasal verbs|martin gramatica|music listening|pronunciacion ingles|nico gramatica|pronunciacion en ingles|martin gramatica stats|gramatica kicker|listening to music|phrasal verbs list|como aprender ingles|aprender ingles con inteligencia artificial|phrasal verbs meaning|vocabulario básico en inglés pdf|gramatica español|ave maria en ingles pronunciacion|phrasal verb|gramatica b subject pronouns and ser answer key|active listening|are you listening|bbc learning english|gramatica en ingles|usf gramatica|phrasal verbs in english|gramatica en español|corregir gramatica|tame impala listening party|gramatica de uso del espanol,[]
ingenieria_de_datos,ES,glasson lakehouse|kimball data warehouse|european data warehouse|what is a data warehouse|dbt uk|airflow app|corsair 7000d airflow|etl tools|dbt labs|corsair|data lakehouse|dbt data|etl global|franz kafka|scott|scott spark|corsair airflow|data etl|dagster|dbt terapia|ante la ley kafka|airflow docker compose|apache airflow|snowflake|dbt documentation|metamorfosis|metamorfosis kafka|cbt|dbt core|dbt sql,,glasson lakehouse|kimball data warehouse|european data warehouse|what is a data warehouse|dbt uk|airflow app|corsair 7000d airflow|etl tools|dbt labs|corsair|data lakehouse|dbt data|etl global|franz kafka|scott|scott spark|corsair airflow|data etl|dagster|dbt terapia|ante la ley kafka|airflow docker compose|apache airflow|snowflake|dbt documentation|metamorfosis|metamorfosis kafka|cbt|dbt core|dbt sql,[]
ingenieria_de_datos,MX,databricks lakehouse|chevrolet|corsair|franz kafka|spark chevrolet|terapia dbt|astronomer airflow|spark precio|spark 2017|spark 2016|metamorfosis|metamorfosis kafka|spark 2015|spark euv|cfm|stop dbt|tecno spark|etl platform|msi mag forge 321r airflow|etl learning|corsair airflow 4000d|etl certification|spark 2014|ante la ley kafka|quince lakehouse|carta de kafka a milena|airbyte|ante la ley kafka pdf|kafka hibino manga|data warehouse ejemplo,,databricks lakehouse|chevrolet|corsair|franz kafka|spark chevrolet|terapia dbt|astronomer airflow|spark precio|spark 2017|spark 2016|metamorfosis|metamorfosis kafka|spark 2015|spark euv|cfm|stop dbt|tecno spark|etl platform|msi mag forge 321r airflow|etl learning|corsair airflow 4000d|etl certification|spark 2014|ante la ley kafka|quince lakehouse|carta de kafka a milena|airbyte|ante la ley kafka pdf|kafka hibino manga|data warehouse ejemplo,[]
ingenieria_de_datos,US,airflow sensor|dbt therapy|franz kafka|spark plug|the lakehouse|what are data pipelines|what is data warehouse|what is airflow|mass airflow sensor|spark plugs|what is a data warehouse|airflow apache|what is etl|what is kafka|apache|dag|dagster|airflow dag|what is dbt|johnny boy kafka|hysilens build|kafka apache|franz kafka airport|pc airflow|dbt skills|johnny blacks lakehouse st clair shores|cloud data warehouse|data pipelines pocket reference|the last spark of us dailymotion|why can't kafka transform,,airflow sensor|dbt therapy|franz kafka|spark plug|the lakehouse|what are data pipelines|what is data warehouse|what is airflow|mass airflow sensor|spark plugs|what is a data warehouse|airflow apache|what is etl|what is kafka|apache|dag|dagster|airflow dag|what is dbt|johnny boy kafka|hysilens build|kafka apache|franz kafka airport|pc airflow|dbt skills|johnny blacks lakehouse st clair shores|cloud data warehouse|data pipelines pocket reference|the last spark of us dailymotion|why can't kafka transform,[]
inversiones,ES,caida cripto|analisis fundamental bolsa|analisis tecnico de los mercados financieros|bitcoin precio|etf oro|la bolsa|precio bitcoin|bitcoin|criptomonedas|bitcoin etf|etf bitcoin|bbva dividendos|etf gold|dividendos bbva|cripto atom|mercado cripto hoy|cripto market cap|invertir en etf|bolsa madrid|bolsa hoy|etf sp500|bitcoin price|santander dividendos|bolsa de madrid|dolar cripto argentina|dividendo|analisis tecnico trading|bitcoin usd|analisis tecnico bankinter|bitcoin euro,,caida cripto|analisis fundamental bolsa|analisis tecnico de los mercados financieros|bitcoin precio|etf oro|la bolsa|precio bitcoin|bitcoin|criptomonedas|bitcoin etf|etf bitcoin|bbva dividendos|etf gold|dividendos bbva|cripto atom|mercado cripto hoy|cripto market cap|invertir en etf|bolsa madrid|bolsa hoy|etf sp500|bitcoin price|santander dividendos|bolsa de madrid|dolar cripto argentina|dividendo|analisis tecnico trading|bitcoin usd|analisis tecnico bankinter|bitcoin euro,[]
inversiones,MX,analisis fundamental acciones|analisis fundamental y tecnico|analisis tecnico de los mercados financieros|bitcoin precio|bolsa de trabajo|cripto monedas|bitcoin|bitcoin usd|cripto moneda|criptomonedas|pago de dividendos|que son dividendos|bitcoin price|cripto superman|oro etf|dividendos metlife|metlife dividendos|cripto crash|etf oro|bitcoin dolar|voo etf|gold etf|que son los dividendos|caida cripto|superman y cripto|ingresos por dividendos|bitcoin hoy|s&p 500 etf|etf s&p 500|comprar cripto con tarjeta de credito,,analisis fundamental acciones|analisis fundamental y tecnico|analisis tecnico de los mercados financieros|bitcoin precio|bolsa de trabajo|cripto monedas|bitcoin|bitcoin usd|cripto moneda|criptomonedas|pago de dividendos|que son dividendos|bitcoin price|cripto superman|oro etf|dividendos metlife|metlife dividendos|cripto crash|etf oro|bitcoin dolar|voo etf|gold etf|que son los dividendos|caida cripto|superman y cripto|ingresos por dividendos|bitcoin hoy|s&p 500 etf|etf s&p 500|comprar cripto con tarjeta de credito,[]
inversiones,US,analisis tecnico de los mercados financieros john murphy pdf|analisis tecnico de los mercados financieros|bitcoin price|etf stock|la bolsa|que son dividendos|que son los dividendos|agenda de dividendos|what is cripto|petr4 dividendos|buy cripto|.46 bitcoin|bolsa de valores|gold etf|cripto price|acciones que pagan dividendos mensuales|what is etf|bitcoin|porque cayo la bolsa hoy|bolsa chica motorcycle race|heineken bolsa de trabajo|meme stock etf|why did bitcoin drop today|meme etf|why is bitcoin dropping|why is bitcoin down today|vanguard etf|rare earth etf|crypto market bitcoin|bitcoin crash,,analisis tecnico de los mercados financieros john murphy pdf|analisis tecnico de los mercados financieros|bitcoin price|etf stock|la bolsa|que son dividendos|que son los dividendos|agenda de dividendos|what is cripto|petr4 dividendos|buy cripto|.46 bitcoin|bolsa de valores|gold etf|cripto price|acciones que pagan dividendos mensuales|what is etf|bitcoin|porque cayo la bolsa hoy|bolsa chica motorcycle race|heineken bolsa de trabajo|meme stock etf|why did bitcoin drop today|meme etf|why is bitcoin dropping|why is bitcoin down today|vanguard etf|rare earth etf|crypto market bitcoin|bitcoin crash,[]
mascotas,GL,,adiestramiento canino|gatos|perros|perro|adiestramiento en positivo|gatitos|adiestramiento|cachorro|gato|comportamiento felino|veterinario gratis|dos adiestramiento|como educar a un cachorro|videos de gatos|cuidados de gatos|educación canina|canine service|adiestrar|manuel canine service|educar a un perro|expertoanimal|mascotas|trucos para perros|border collie|educar perro|como educar a un perro|como adiestrar un perro|enseñar a mi perro a venir|la llamada|llamada,adiestramiento canino|gatos|perros|perro|adiestramiento en positivo|gatitos|adiestramiento|cachorro|gato|comportamiento felino|veterinario gratis|dos adiestramiento|como educar a un cachorro|videos de gatos|cuidados de gatos|educación canina|canine service|adiestrar|manuel canine service|educar a un perro|expertoanimal|mascotas|trucos para perros|border collie|educar perro|como educar a un perro|como adiestrar un perro|enseñar a mi perro a venir|la llamada|llamada,"[{'videoId': '4jUgV98ACVQ', 'title': 'Mis Enfermeros de Cuatro Patas 🥺 Saben que algo no anda bien...', 'views': 26296}, {'videoId': 'IIkH0uA2e3c', 'title': 'CUIDADOS de GATOS MAYORES: cambios físicos, de comportamiento y entorno que debes conocer y adaptar', 'views': 52505}, {'videoId': 'FQfgysBbL0M', 'title': 'Los BÁSICOS IMPRESCINDIBLES para GATOS 😸 | Todo lo que necesita tu gato en casa', 'views': 89714}, {'videoId': 'xjy1B54jYWI', 'title': 'Cuidado con los gatos 🐱 si tienes gatos en casa debes saber esto | Estefany Santana | ', 'views': 13769}, {'videoId': 'DhQWmujTTi4', 'title': '¿Cómo levantar a tu gato sin hacerle daño? 🐱💖 #gatos #gato #gatitos #felinos #michi #michis', 'views': 1387324}, {'videoId': 'nIdmx3eqjxI', 'title': 'Vida de TU GATO 🐱 AÑO TRAS AÑO 🗓️: CUIDADOS Y CAMBIOS MÁS IMPORTANTES para que no se te pase nada', 'views': 91818}, {'videoId': 'RJyQEAKXPp0', 'title': 'CÓMO CUIDAR A UN GATITO BEBÉ SIN MAMÁ | GUÍA COMPLETA GATITOS HUÉRFANOS', 'views': 1002683}, {'videoId': 'TDxkpsRTzN8', 'title': 'Entrenar la LLAMADA desde cero 📝 | Adiestramiento Canino 🐶', 'views': 38248}, {'videoId': 'cUfxdp7PjxU', 'title': 'CONSEJOS para CUIDAR los RIÑONES de tu GATO 🧑\u200d⚕️😽 | Prevención de problemas renales en gatos', 'views': 692640}, {'videoId': 'YtEI86TFap8', 'title': 'Se adoptó solo este gatito', 'views': 10894663}]"
moda_belleza,ES,la barberia|maquillaje sencillo y natural|perfume|protector solar facial|perfumes mujer|perfumes hombre|isdin protector solar|singuladerm protector solar|isdin|protector solar 50|protector solar color|round lab protector solar|maquillaje natural para boda|protector solar con color|maquillaje novia natural|peluqueria|peluqueria barberia|roche posay protector solar|mercadona perfumes|protector solar cara|perfumes arabes|la roche posay|perfumes de mujer|protector solar para piel grasa con acné|perfumes club|la barberia del tio jorge|svr protector solar con color|perfumes de hombre|primor|perfumes primor,,la barberia|maquillaje sencillo y natural|perfume|protector solar facial|perfumes mujer|perfumes hombre|isdin protector solar|singuladerm protector solar|isdin|protector solar 50|protector solar color|round lab protector solar|maquillaje natural para boda|protector solar con color|maquillaje novia natural|peluqueria|peluqueria barberia|roche posay protector solar|mercadona perfumes|protector solar cara|perfumes arabes|la roche posay|perfumes de mujer|protector solar para piel grasa con acné|perfumes club|la barberia del tio jorge|svr protector solar con color|perfumes de hombre|primor|perfumes primor,[]
moda_belleza,MX,isdin|isdin protector solar|la barberia|maquillaje sencillo|perfumes hombre|maquillaje natural sencillo|perfume|perfumes mujer|protector solar color|maquillaje sencillo y natural|protector solar nivea|eucerin|eucerin protector solar|protector solar con color|maquillaje natural de noche|protector solar facial|perfumes de mujer|barberia cerca|perfumes de hombre|bloqueador solar|protector solar 50|barberia cerca de mi|perfumes para hombre|maquillaje de dia natural|elf protector solar|isispharma protector solar|barberia near me|sunbeat protector solar|sillas de barberia|partes de la cabeza barberia,,isdin|isdin protector solar|la barberia|maquillaje sencillo|perfumes hombre|maquillaje natural sencillo|perfume|perfumes mujer|protector solar color|maquillaje sencillo y natural|protector solar nivea|eucerin|eucerin protector solar|protector solar con color|maquillaje natural de noche|protector solar facial|perfumes de mujer|barberia cerca|perfumes de hombre|bloqueador solar|protector solar 50|barberia cerca de mi|perfumes para hombre|maquillaje de dia natural|elf protector solar|isispharma protector solar|barberia near me|sunbeat protector solar|sillas de barberia|partes de la cabeza barberia,[]
moda_belleza,US,barberia cerca de mi|capsule wardrobe women|el protector solar|maquillaje sencillo y natural|perfume|protector solar para la cara|la barberia|amazon capsule|peter thomas roth protector solar|la barberia barber shop|travel capsule wardrobe|what is capsule wardrobe|protector solar isdin fusion water|llegue de la barberia bonito y bello|winter capsule wardrobe|capsule wardrobe for women|la.roche posay protector solar|best perfumes|svr protector solar|what is a capsule wardrobe|women perfumes|articulos para barberia|protector solar con color|eucerin protector solar|ollie protector solar|protector solar para piel grasa con acné|peines de barberia|barberia centreville|heliocare 360 protector solar|ulta mini perfumes,,barberia cerca de mi|capsule wardrobe women|el protector solar|maquillaje sencillo y natural|perfume|protector solar para la cara|la barberia|amazon capsule|peter thomas roth protector solar|la barberia barber shop|travel capsule wardrobe|what is capsule wardrobe|protector solar isdin fusion water|llegue de la barberia bonito y bello|winter capsule wardrobe|capsule wardrobe for women|la.roche posay protector solar|best perfumes|svr protector solar|what is a capsule wardrobe|women perfumes|articulos para barberia|protector solar con color|eucerin protector solar|ollie protector solar|protector solar para piel grasa con acné|peines de barberia|barberia centreville|heliocare 360 protector solar|ulta mini perfumes,[]
motor,ES,cambio de aceite coche|detailing car|precio cambio de aceite|presion neumaticos|seguro de auto|cambio de aceite y filtros|detailing coche|cambio de aceite y filtro|seguros auto|norauto cambio de aceite|neumaticos moto|neumaticos coche|precio cambio de aceite y filtros|precio de cambio de aceite y filtros en norauto|simulador seguro auto|neumaticos santa ana|neumaticos esgueva|carways detailing|neumaticos valleros|neumaticos luciano|neumaticos torrevieja|neumaticos y lubricantes online|codigos de velocidad neumaticos|cuanto cuesta un cambio de aceite y filtros|rojas neumaticos|mucho neumaticos|neumaticos hoznayo|michelin|neumaticos michelin|andres neumaticos,,cambio de aceite coche|detailing car|precio cambio de aceite|presion neumaticos|seguro de auto|cambio de aceite y filtros|detailing coche|cambio de aceite y filtro|seguros auto|norauto cambio de aceite|neumaticos moto|neumaticos coche|precio cambio de aceite y filtros|precio de cambio de aceite y filtros en norauto|simulador seguro auto|neumaticos santa ana|neumaticos esgueva|carways detailing|neumaticos valleros|neumaticos luciano|neumaticos torrevieja|neumaticos y lubricantes online|codigos de velocidad neumaticos|cuanto cuesta un cambio de aceite y filtros|rojas neumaticos|mucho neumaticos|neumaticos hoznayo|michelin|neumaticos michelin|andres neumaticos,[]
motor,MX,cambio de aceite de motor|car detailing|presion neumaticos|seguro de auto|llantas|llantas neumaticos|presion de neumaticos|cambio de aceite de transmision|cambio de aceite moto|cambio de aceite de moto|auto detailing|circuitos neumaticos basicos|precio cambio de aceite|indice de velocidad neumaticos|tipos de cilindros neumaticos|equivalencia neumaticos|cambio de aceite cerca de mi ubicación|nano detailing|cambio de aceite cerca de mi|fallo sistema monitor neumaticos|seguro auto bbva|seguro para auto|cambio de aceite y filtro|sistemas neumaticos|car wash detailing|seguro de auto bbva|cilindros neumaticos|llantas y neumaticos|seguros|seguros auto,,cambio de aceite de motor|car detailing|presion neumaticos|seguro de auto|llantas|llantas neumaticos|presion de neumaticos|cambio de aceite de transmision|cambio de aceite moto|cambio de aceite de moto|auto detailing|circuitos neumaticos basicos|precio cambio de aceite|indice de velocidad neumaticos|tipos de cilindros neumaticos|equivalencia neumaticos|cambio de aceite cerca de mi ubicación|nano detailing|cambio de aceite cerca de mi|fallo sistema monitor neumaticos|seguro auto bbva|seguro para auto|cambio de aceite y filtro|sistemas neumaticos|car wash detailing|seguro de auto bbva|cilindros neumaticos|llantas y neumaticos|seguros|seguros auto,[]
motor,US,cambio de aceite de transmisión|detailing car|presion de neumaticos|seguro de auto|cambio de aceite cerca de mi|cambio de aceite walmart|cambio de aceite y filtro|auto detailing|cambio de aceite precio|cambio de aceite en walmart|detailing near me|mobile detailing|cada cuánto se hace cambio de aceite y filtro|aircraft detailing jobs|aircraft detailing near me|private jet detailing cost|aircraft detailing|plane detailing|que son los neumaticos|aviation detailing|neumaticos cerca de mi|neumaticos en ingles|engine detailing near me|wd detailing|cambio de aceite cerca de mí|car detailing near me|cuanto cuesta un cambio de aceite|como resetear el cambio de aceite|seguro para auto|cambio de aceite near me,,cambio de aceite de transmisión|detailing car|presion de neumaticos|seguro de auto|cambio de aceite cerca de mi|cambio de aceite walmart|cambio de aceite y filtro|auto detailing|cambio de aceite precio|cambio de aceite en walmart|detailing near me|mobile detailing|cada cuánto se hace cambio de aceite y filtro|aircraft detailing jobs|aircraft detailing near me|private jet detailing cost|aircraft detailing|plane detailing|que son los neumaticos|aviation detailing|neumaticos cerca de mi|neumaticos en ingles|engine detailing near me|wd detailing|cambio de aceite cerca de mí|car detailing near me|cuanto cuesta un cambio de aceite|como resetear el cambio de aceite|seguro para auto|cambio de aceite near me,[]
musica,ES,cakewalk|ableton live 12|curso produccion musical|teoria musical pdf|curso de produccion musical|thomann|pro tools|produccion musical online|ableton live crackeado|curso teoria musical|ableton live precio|programas de produccion musical|ableton live lite|ableton live 11|ableton live download|ableton live suite|master produccion musical|ableton live free|ableton live 12 suite|ableton live 10,,cakewalk|ableton live 12|curso produccion musical|teoria musical pdf|curso de produccion musical|thomann|pro tools|produccion musical online|ableton live crackeado|curso teoria musical|ableton live precio|programas de produccion musical|ableton live lite|ableton live 11|ableton live download|ableton live suite|master produccion musical|ableton live free|ableton live 12 suite|ableton live 10,[]
musica,MX,ableton live 12|acordes basicos de guitarra|produccion musical carrera|teoria musical pdf|ableton live lite|ableton live 11 free download full version|ingenieria en produccion musical|ingenieria en audio y produccion musical|audifonos para produccion musical|curso de produccion musical|logic pro|ableton live 11|ableton live suite|fl studio|ableton live precio|ableton live download,,ableton live 12|acordes basicos de guitarra|produccion musical carrera|teoria musical pdf|ableton live lite|ableton live 11 free download full version|ingenieria en produccion musical|ingenieria en audio y produccion musical|audifonos para produccion musical|curso de produccion musical|logic pro|ableton live 11|ableton live suite|fl studio|ableton live precio|ableton live download,[]
musica,US,ableton 12|acordes basicos de guitarra|how much does ableton live cost|ableton live 12 release date|mpc live 2|ableton live logo|studio one|ableton live lite vs full|ableton live themes|cubase|ableton lite|ableton live 11|ableton live lite|ableton 11|ableton free|ableton live free|ableton download|what is ableton live|ableton live download,,ableton 12|acordes basicos de guitarra|how much does ableton live cost|ableton live 12 release date|mpc live 2|ableton live logo|studio one|ableton live lite vs full|ableton live themes|cubase|ableton lite|ableton live 11|ableton live lite|ableton 11|ableton free|ableton live free|ableton download|what is ableton live|ableton live download,[]
negocios_marketing,GL,,marketing digital|marketing|facebook ads|seo|branding|search engine optimization|digital marketing|marketing online|tiktok ads|content marketing|anuncios en facebook|content marketing strategy|publicidad en facebook|instagram ads|embudo de ventas|funnel de ventas|como hacer publicidad en facebook|como pautar en facebook|social media marketing|how to run tiktok ads|como crear anuncios en facebook|meta ads|crear anuncios en facebook|anuncios en instagram|tiktok|ecommerce|business|seo tips|how to build a brand|marketing digital y redes sociales,marketing digital|marketing|facebook ads|seo|branding|search engine optimization|digital marketing|marketing online|tiktok ads|content marketing|anuncios en facebook|content marketing strategy|publicidad en facebook|instagram ads|embudo de ventas|funnel de ventas|como hacer publicidad en facebook|como pautar en facebook|social media marketing|how to run tiktok ads|como crear anuncios en facebook|meta ads|crear anuncios en facebook|anuncios en instagram|tiktok|ecommerce|business|seo tips|how to build a brand|marketing digital y redes sociales,"[{'videoId': 'ieGhrf7MASw', 'title': '3 Things Every Brand Presentation NEEDS!', 'views': 40248}, {'videoId': 'Fx2AILjZNP4', 'title': 'How to include SEO to make ANY video go viral', 'views': 140819}, {'videoId': '8YvxUzX9V3s', 'title': 'Cómo Hacer MARKETING DE CONTENIDOS en Redes Sociales | CURSO GRATIS #1', 'views': 23388}, {'videoId': 'osJ-DBGRQEQ', 'title': '3 FREE Digital Marketing Courses 🔥 | #lmtshorts #shorts', 'views': 751592}, {'videoId': 'viuWov8RZVk', 'title': 'A Logo is Not a Brand!  #brandbuilding #brand #branding', 'views': 24726}, {'videoId': '9N63OwCyAn4', 'title': 'EMBUDO DE VENTAS GRATIS | AFILIADOS HOTMART | Paso a Paso | SYSTEME IO', 'views': 22479}, {'videoId': 'gaVuF_4y-PM', 'title': 'SEO Hack Revealed: The Best Way to Find Keywords!', 'views': 443020}, {'videoId': 'mtjtMELJ1Qw', 'title': 'ela faz mais de 100 mil reais por dia com marketing digital', 'views': 5225429}, {'videoId': 'FH0U-D05MrI', 'title': 'Content Marketing vs. Direct Sales', 'views': 14308}, {'videoId': 'Bzhl4ca1DTU', 'title': '🌟 Marketing Digital Para Iniciantes Explicado - O que é, como funciona, 7 táticas principais', 'views': 592885}]"
nutricion,ES,cantidad proteina diaria|digi|el ayuno intermitente|micronutrientes y macronutrientes|suplementos deportivos|tienda nutricion deportiva|magnesio|fibra digi|que suplementos tomar|suplementos magnesio|yoshinori ohsumi ayuno intermitente|fibra optica|calcular deficit calorico|fibra movil|suplementos de magnesio|cantidad de proteina diaria|yoshinori ohsumi|fibra de vidrio|suplementos alimenticios|ayuno intermitente y resistencia a la insulina|fibra y movil|movistar fibra|tienda de nutricion deportiva|master nutricion deportiva|omega 3|suplementos omega 3|creatina|suplementos creatina|curso nutricion deportiva|que son los macros en una dieta,,cantidad proteina diaria|digi|el ayuno intermitente|micronutrientes y macronutrientes|suplementos deportivos|tienda nutricion deportiva|magnesio|fibra digi|que suplementos tomar|suplementos magnesio|yoshinori ohsumi ayuno intermitente|fibra optica|calcular deficit calorico|fibra movil|suplementos de magnesio|cantidad de proteina diaria|yoshinori ohsumi|fibra de vidrio|suplementos alimenticios|ayuno intermitente y resistencia a la insulina|fibra y movil|movistar fibra|tienda de nutricion deportiva|master nutricion deportiva|omega 3|suplementos omega 3|creatina|suplementos creatina|curso nutricion deportiva|que son los macros en una dieta,[]
nutricion,MX,cantidad de proteina diaria|diplomado nutricion deportiva|fibra de vidrio|macronutrientes y micronutrientes|suplementos alimenticios|diplomado en nutricion deportiva|maestria en nutricion deportiva|horas de ayuno intermitente|fibra optica|que son los micronutrientes|como hacer deficit calorico|suplementos gym|de cuantas horas es el ayuno intermitente|macros de un huevo|como se hace un deficit calorico|ayuno intermitente beneficios|deficit calorico calcular|deficit calorico mujer|fibra óptica|ayuno intermitente por edades|colchones con fibra de vidrio|ayuno intermitente bajar de peso|dieta de deficit calorico|calculadora deficit calorico|macros en access|menú para romper el ayuno intermitente|que puedo tomar durante el ayuno intermitente|quinoa macros|ayuno intermitente en que consiste|curso de nutricion deportiva,,cantidad de proteina diaria|diplomado nutricion deportiva|fibra de vidrio|macronutrientes y micronutrientes|suplementos alimenticios|diplomado en nutricion deportiva|maestria en nutricion deportiva|horas de ayuno intermitente|fibra optica|que son los micronutrientes|como hacer deficit calorico|suplementos gym|de cuantas horas es el ayuno intermitente|macros de un huevo|como se hace un deficit calorico|ayuno intermitente beneficios|deficit calorico calcular|deficit calorico mujer|fibra óptica|ayuno intermitente por edades|colchones con fibra de vidrio|ayuno intermitente bajar de peso|dieta de deficit calorico|calculadora deficit calorico|macros en access|menú para romper el ayuno intermitente|que puedo tomar durante el ayuno intermitente|quinoa macros|ayuno intermitente en que consiste|curso de nutricion deportiva,[]
nutricion,US,calcular proteina diaria|chicken macros|fibra de vidrio|magnesio|vitaminas y suplementos|suplementos alimenticios|cómo funciona el ayuno intermitente|fibra de carbono|como calcular el deficit calorico|fibra optica|como hacer ayuno intermitente|suplementos gym|suplementos para la ansiedad|arby's steak nuggets macros|fibra alimentos|what are macros|omega 3|dieta deficit calorico|macro|tienda de suplementos deportivos cerca de mi|ayuno intermitente para bajar de peso|comida rica en fibra|como hacer deficit calorico|20 alimentos ricos en fibra|frutas altas en fibra|suplementos para bajar de peso|what is macros|fibra del doctor simi|fibra prebiótica|suplementos deportivos,,calcular proteina diaria|chicken macros|fibra de vidrio|magnesio|vitaminas y suplementos|suplementos alimenticios|cómo funciona el ayuno intermitente|fibra de carbono|como calcular el deficit calorico|fibra optica|como hacer ayuno intermitente|suplementos gym|suplementos para la ansiedad|arby's steak nuggets macros|fibra alimentos|what are macros|omega 3|dieta deficit calorico|macro|tienda de suplementos deportivos cerca de mi|ayuno intermitente para bajar de peso|comida rica en fibra|como hacer deficit calorico|20 alimentos ricos en fibra|frutas altas en fibra|suplementos para bajar de peso|what is macros|fibra del doctor simi|fibra prebiótica|suplementos deportivos,[]
parenting,GL,,familia|educación|hijos|maternidad|rutina de mañana|disciplina positiva|crianza respetuosa|niños|psicología infantil|crianza positiva|rutina|retos|padres|vlog|entretenimiento|indy|familia amiguindy|familia numerosa|bromas|educación emocional|crianza consciente|marian rojas estapé|educacion|comunicación|challenge|embarazo|consejos para padres|educar|morning routine|family,familia|educación|hijos|maternidad|rutina de mañana|disciplina positiva|crianza respetuosa|niños|psicología infantil|crianza positiva|rutina|retos|padres|vlog|entretenimiento|indy|familia amiguindy|familia numerosa|bromas|educación emocional|crianza consciente|marian rojas estapé|educacion|comunicación|challenge|embarazo|consejos para padres|educar|morning routine|family,"[{'videoId': 'GkOHFHtrpZ0', 'title': 'Educar con fuego: La educación de los hijos según San Juan Bosco.', 'views': 33373}, {'videoId': 'lXJx1cU6lF8', 'title': 'La EDUCACIÓN católica de los hijos  #ideologia #familia', 'views': 35892}, {'videoId': 'RbSEf0ot7fs', 'title': 'Desorientación de la educación a los hijos', 'views': 10524}, {'videoId': 'dAXAAh7F1RA', 'title': 'El ejemplo es lo que mueve a los hijos #marioalonsopuig #educación', 'views': 18968}, {'videoId': 'mmdqx1WcBPk', 'title': 'La educación de los hijos según San Francisco de Sales.', 'views': 192722}, {'videoId': 'XZaZa9lHVUs', 'title': 'Sobreprotección y castigo de los hijos', 'views': 15055}, {'videoId': 'suvrhAnHo0E', 'title': 'Rutina de tarde con mis 3 hijos#vidademamá #momlife #sahm #mamade3', 'views': 677141}, {'videoId': 'gufoOf_9Omg', 'title': 'Claves de educación de los hijos en el siglo XXI', 'views': 26420}, {'videoId': 'jHO52XJputs', 'title': 'PADRES! Escuchen👂🏻#parati #predicas #vidareal #consejos #familia #hijos #educación #metas #padres', 'views': 121861}, {'videoId': 'baQNsIrcq3Q', 'title': 'Ep 4. La educación de los hijos', 'views': 10357}]"
